TRAM,Rang,geometry_wkt
T10729N,20-25 µg/m³,"MULTILINESTRING ((2.122737586179025 41.39526764166094, 2.12269025397026 41.39528356659592, 2.1221159372693448 41.39587236905289))"
T06525W,30-35 µg/m³,"MULTILINESTRING ((2.187702158589197 41.44696516272898, 2.1881262088948583 41.448195615261405))"
T12416H,20-25 µg/m³,"MULTILINESTRING ((2.176060948695996 41.43520996250703, 2.176295453132653 41.435643791010406, 2.1762828314939675 41.43570773468219, 2.176518066524818 41.43604037822401))"
T11398S,20-25 µg/m³,"MULTILINESTRING ((2.149850966463195 41.40335292848091, 2.1497844812258617 41.403369786013705, 2.1497141360672742 41.403462539160955, 2.1492917262386255 41.40404289742772))"
T09795C,20-25 µg/m³,"MULTILINESTRING ((2.213218293126154 41.41964955329894, 2.2134788298601547 41.41983993199693))"
T06106H,20-25 µg/m³,"MULTILINESTRING ((2.1924839395133398 41.43238091746825, 2.193160637835947 41.432432716543204))"
T01861P,20-25 µg/m³,"MULTILINESTRING ((2.1584622660972146 41.38563386771644, 2.159013281098894 41.38604850106268))"
T17403W,20-25 µg/m³,"MULTILINESTRING ((2.1661796112449285 41.429606039302456, 2.165305209049625 41.43011647023914))"
T08283F,20-25 µg/m³,"MULTILINESTRING ((2.163364745542758 41.40683752157732, 2.1630078922233062 41.40719574122735))"
T09534J,20-25 µg/m³,"MULTILINESTRING ((2.198096801185107 41.41368612572653, 2.198801970189472 41.41422105330057, 2.1990451209968453 41.41403582147618, 2.1992699774388536 41.4141907198722))"
T19875G,20-25 µg/m³,"MULTILINESTRING ((2.1267761636994966 41.41071960679625, 2.1269504866577744 41.41080667990557, 2.1274524810201245 41.41106900875311, 2.127841789706954 41.41130478356071, 2.1282353954156523 41.41157915958479))"
T18075E,20-25 µg/m³,"MULTILINESTRING ((2.1680584865691155 41.435277258146286, 2.168751124300764 41.43510576009431))"
T19664X,20-25 µg/m³,"MULTILINESTRING ((2.135852733898696 41.38628413886922, 2.1351904723149095 41.38687622116128))"
T10545H,20-25 µg/m³,"MULTILINESTRING ((2.1348056030129645 41.396513730882205, 2.1339851976327364 41.39734799915694))"
T16158Y,25-30 µg/m³,"MULTILINESTRING ((2.158781986143033 41.42376495131953, 2.1580321027991594 41.42363557233415))"
T17343B,20-25 µg/m³,"MULTILINESTRING ((2.14396669259248 41.41259062630403, 2.144091979500355 41.41279224429217, 2.1442046814933096 41.41294993821969, 2.144269145662616 41.41301688351054, 2.1443302951251235 41.413066527791834, 2.1445705865242113 41.41324684146377))"
T16320Q,20-25 µg/m³,"MULTILINESTRING ((2.1517708617488336 41.43999347904112, 2.1517008236913924 41.44000914936242, 2.151641781157861 41.440031647236914, 2.151527901113004 41.44008648298456, 2.151438269373166 41.440118573418516, 2.151324559611585 41.44016030439703, 2.1511849155225224 41.440188756249206, 2.1511042502978737 41.44019961894837, 2.1509649045709316 41.44020514880513, 2.150731975220622 41.44021161853034, 2.1505881874951025 41.44022365456212, 2.1504224597297537 41.44025027368424, 2.15027833035422 41.440288509441, 2.1501538369814543 41.44032361126065, 2.1500443545804204 41.44037520829592, 2.149871279693838 41.44046399575122, 2.149641806198912 41.44059545795663))"
T12790A,20-25 µg/m³,"MULTILINESTRING ((2.177326613325477 41.44698194173516, 2.177446971783267 41.44742989472797))"
T19829A,20-25 µg/m³,"MULTILINESTRING ((2.197654010072596 41.40614675699918, 2.1973518867167194 41.4059139422853))"
T20246E,20-25 µg/m³,"MULTILINESTRING ((2.1384018596092473 41.38953103767654, 2.1394134710766037 41.39009984244669))"
T08371E,15-20 µg/m³,"MULTILINESTRING ((2.1598772969739817 41.410465440095145, 2.1606933012479184 41.41089846292709))"
T17578S,20-25 µg/m³,"MULTILINESTRING ((2.1818314720367757 41.402142350607384, 2.181132543655701 41.40267059958665))"
T07043N,20-25 µg/m³,"MULTILINESTRING ((2.115474272394437 41.390278884372755, 2.116674426173052 41.390337755672356))"
T18543L,15-20 µg/m³,"MULTILINESTRING ((2.10572045972462 41.39581170198407, 2.1042937603747975 41.39646180728529))"
T12769D,20-25 µg/m³,"MULTILINESTRING ((2.177326613325477 41.44698194173516, 2.176755928958862 41.44694523739268))"
T18810L,20-25 µg/m³,"MULTILINESTRING ((2.1168616096790784 41.39171002515715, 2.117562433517637 41.39220228955165))"
T00909K,20-25 µg/m³,"MULTILINESTRING ((2.1756907844347535 41.38567544140224, 2.175821088214548 41.38531170428734))"
T13097Q,20-25 µg/m³,"MULTILINESTRING ((2.19701641951193 41.38881910351115, 2.195946278510892 41.38802293729442))"
T03275L,20-25 µg/m³,"MULTILINESTRING ((2.143415375664434 41.37579185850014, 2.143150643438986 41.37605879091509))"
T07298I,25-30 µg/m³,"MULTILINESTRING ((2.1351904723149095 41.38687622116128, 2.135689878727143 41.387162860694716))"
T03206Y,25-30 µg/m³,"MULTILINESTRING ((2.1377003704833064 41.37602166620465, 2.137420178089985 41.376372644978844))"
T12997N,20-25 µg/m³,"MULTILINESTRING ((2.1804702413388837 41.46120590898339, 2.180370658990775 41.4612739265861, 2.180243376396648 41.46131846269186, 2.1801116507982 41.461333539795014, 2.179982252117384 41.461321665127606, 2.1798467756580826 41.46128276080561, 2.1797179063128236 41.46122220454493, 2.1795432070365264 41.461136398008556, 2.1793175099817157 41.46100882058018, 2.179144460736547 41.46091663894415, 2.179034581918504 41.460909424116466, 2.1789285253488315 41.46094856157176))"
T19178O,20-25 µg/m³,"MULTILINESTRING ((2.18965259734642 41.383078138743144, 2.189862386209356 41.38251860739866))"
T04878K,20-25 µg/m³,"MULTILINESTRING ((2.1485356950599868 41.42195575900655, 2.148641198881116 41.42212051107581, 2.1494356720975616 41.422967454931346))"
T01427B,25-30 µg/m³,"MULTILINESTRING ((2.168995484933956 41.38359742931018, 2.168707029086673 41.38342420431941))"
T03212W,20-25 µg/m³,"MULTILINESTRING ((2.1389951096600117 41.37532222696708, 2.1390066494860003 41.37601734345124))"
T02370F,20-25 µg/m³,"MULTILINESTRING ((2.175362823307648 41.38990691805368, 2.176842380379088 41.39050542474086))"
T13471S,15-20 µg/m³,"MULTILINESTRING ((2.1348160180333733 41.41960948658434, 2.13502651004492 41.41937647773127, 2.1351157757808243 41.41920887086389, 2.135115835484283 41.41920436757994))"
T04727W,20-25 µg/m³,"MULTILINESTRING ((2.1629103221805632 41.42756541100065, 2.1627544321828966 41.42767509627598, 2.1622240919916944 41.428047209848906))"
T00717E,20-25 µg/m³,"MULTILINESTRING ((2.178459238097748 41.39052248374566, 2.179104022914351 41.390764475202715))"
T16276D,20-25 µg/m³,"MULTILINESTRING ((2.179534325005806 41.43428376914965, 2.179361425309091 41.43406924937577, 2.1790201970891365 41.43374797980115))"
T18521F,20-25 µg/m³,"MULTILINESTRING ((2.1397018702340933 41.38818355057728, 2.1395104108696197 41.38839087814407))"
T15582G,25-30 µg/m³,"MULTILINESTRING ((2.182412268866497 41.384254833667306, 2.1825900111933345 41.38422575807591))"
T08726L,20-25 µg/m³,"MULTILINESTRING ((2.1504031520647415 41.41814254226367, 2.1510905960313877 41.419126625788806))"
T21487X,20-25 µg/m³,"MULTILINESTRING ((2.209516367395814 41.42444802041208, 2.2093380810131933 41.42486339213472))"
T01377I,20-25 µg/m³,"MULTILINESTRING ((2.1652718777630797 41.383012653243064, 2.16448480843707 41.382573998520684))"
T20230W,20-25 µg/m³,"MULTILINESTRING ((2.135594090976797 41.38839155006622, 2.134768582954969 41.38926747378515))"
T11619M,15-20 µg/m³,"MULTILINESTRING ((2.12477911046053 41.41139092117742, 2.1255678912329024 41.41178702803019))"
T14416P,25-30 µg/m³,"MULTILINESTRING ((2.1352353385037053 41.35142056972838, 2.134556814911852 41.35231156378185, 2.1343562908876104 41.35224878728307, 2.133970277092813 41.35274190490106, 2.134097424546001 41.35278954715556, 2.1338654286274688 41.353047715953906))"
T02893B,25-30 µg/m³,"MULTILINESTRING ((2.1329752434121128 41.37104314997982, 2.132700745834841 41.371936900537975))"
T17267G,15-20 µg/m³,"MULTILINESTRING ((2.1348160180333733 41.41960948658434, 2.1346581592330334 41.419787909077684, 2.134508470675662 41.41991868023013))"
T01844O,25-30 µg/m³,"MULTILINESTRING ((2.1550589620410983 41.38476837348174, 2.15440206972515 41.3852726118438))"
T20073B,25-30 µg/m³,"MULTILINESTRING ((2.177829752720311 41.40187424808562, 2.1789451868207745 41.40273532556718))"
T11009S,20-25 µg/m³,"MULTILINESTRING ((2.1302145183530317 41.40121773293714, 2.131968172402434 41.402139002581315))"
T10703D,15-20 µg/m³,"MULTILINESTRING ((2.124798275553294 41.393471293384195, 2.1245451574730487 41.39438377457484))"
T04532N,20-25 µg/m³,"MULTILINESTRING ((2.176050479422726 41.42429131400665, 2.176518660427417 41.42497323210363))"
T02766V,25-30 µg/m³,"MULTILINESTRING ((2.1331126910609037 41.37429732812886, 2.132770269681204 41.3742459831432))"
T21490S,20-25 µg/m³,"MULTILINESTRING ((2.2075402249680294 41.42357684364066, 2.207543354432647 41.42369160244518, 2.209115123751446 41.42486864353438, 2.2093380810131933 41.42486339213472))"
T09930R,20-25 µg/m³,"MULTILINESTRING ((2.214224882198482 41.415122398543694, 2.215317420676998 41.415867463546476))"
T02792X,25-30 µg/m³,"MULTILINESTRING ((2.1331126910609037 41.37429732812886, 2.133233893701301 41.37399392095847))"
T05370R,20-25 µg/m³,"MULTILINESTRING ((2.158328529333423 41.436662456410204, 2.1564752859598992 41.43774331549431))"
T14336Q,20-25 µg/m³,"MULTILINESTRING ((2.209200209663712 41.401877354278774, 2.210323475785668 41.402730570804884))"
T08858W,20-25 µg/m³,"MULTILINESTRING ((2.183836268745461 41.41369653095487, 2.1834381987547498 41.41389299930307))"
T02476O,20-25 µg/m³,"MULTILINESTRING ((2.1486436132294133 41.38280615015714, 2.148283896632755 41.38307892223139))"
T09272G,20-25 µg/m³,"MULTILINESTRING ((2.207364124137186 41.404959755808655, 2.2067021457638707 41.40546755319869))"
T10157Z,20-25 µg/m³,"MULTILINESTRING ((2.192683795167425 41.39738428321238, 2.1915555632234645 41.39821406663497))"
T15772K,20-25 µg/m³,"MULTILINESTRING ((2.155885281790537 41.37649137044323, 2.1551167691677127 41.376227542677235))"
T14721V,20-25 µg/m³,"MULTILINESTRING ((2.1490648446249563 41.4129301852245, 2.1494198075579054 41.41299332924525, 2.1496462613393104 41.41300896350273))"
T14333N,20-25 µg/m³,"MULTILINESTRING ((2.210395765326449 41.4009743943771, 2.209200209663712 41.401877354278774))"
T21558V,20-25 µg/m³,"MULTILINESTRING ((2.143114151449316 41.41149445201902, 2.143146159861338 41.41156536289906, 2.1429476954346325 41.411620128483875, 2.142554504463057 41.41177929964607, 2.142466167333162 41.41189033449019))"
T11875A,<=15 µg/m³,"MULTILINESTRING ((2.1164470237896706 41.42212560059629, 2.1164321675612676 41.42219224983797, 2.1164579097170586 41.422254878057835, 2.1165882991613914 41.42232130876492, 2.1168374839958384 41.422442596295014, 2.1170799096069555 41.422563795420224, 2.117303033149651 41.42272038045572, 2.1176043770514266 41.42301653157833, 2.1178244090028016 41.4232417557191, 2.117865873981472 41.423525871256025, 2.1177203163424227 41.423600265381, 2.1174987066178006 41.42367467989165, 2.117388924047672 41.42372653193339, 2.1173165591513006 41.42379014624237, 2.1173037020733445 41.4238408677153, 2.1173741726488307 41.42402867291303, 2.1174788749490183 41.42419400565818, 2.1175980120022486 41.42431498815722, 2.117889008316636 41.42453979221022, 2.1182820168846614 41.424814152166945, 2.118503225377779 41.42498215963411, 2.118645021525294 41.42515174758913, 2.118726590978687 41.42529262700853, 2.118738438085585 41.42537416305882, 2.118724700384089 41.425407745767515, 2.118686415743857 41.425439672358, 2.1186156799370095 41.42547035968965, 2.1184586221103885 41.42549486448453, 2.1183299838753467 41.425523144648395, 2.1182409740307726 41.42554316209534, 2.118146416731433 41.425578701855436, 2.118032707031361 41.42562871391097, 2.117956918568366 41.42567635017891, 2.117916740201025 41.42573587884245, 2.1179428295300755 41.42602965852125, 2.1178599256395225 41.42612287194284, 2.1177765427492345 41.42615238996181, 2.1176629682388817 41.426128622666994, 2.117551095661959 41.426084331321626, 2.117422642467395 41.42602984243519, 2.1173070342397486 41.42598393690425, 2.1172043825405074 41.425964891736925, 2.117081900029529 41.425967987835804, 2.116892419120303 41.426011130452956, 2.116750063369145 41.42604389742109, 2.1165544831954795 41.42607609367493, 2.116414310374242 41.42610671518935, 2.116318470595022 41.42616787879469, 2.116235889131369 41.42624064660533, 2.116200805587702 41.426303816747705, 2.1161199521085265 41.42637533669507, 2.116057298076808 41.42641530811574, 2.1159492115299066 41.42641400981068, 2.1158088238911623 41.42639066531384, 2.1156674792975703 41.42636111617107, 2.115532415883857 41.426357304350496, 2.1154237796433377 41.42639213020198, 2.115341522712018 41.42644352518516, 2.115275005356206 41.42646123611156))"
T19465S,20-25 µg/m³,"MULTILINESTRING ((2.1598128622475996 41.42495260952538, 2.1596352076837166 41.42444901176462))"
T09365K,20-25 µg/m³,"MULTILINESTRING ((2.2046899502589867 41.412120709676756, 2.2055540232823625 41.41315355589187))"
T16884V,20-25 µg/m³,"MULTILINESTRING ((2.142534704618145 41.393559392320704, 2.1419261084488666 41.39387147257392))"
T05062I,20-25 µg/m³,"MULTILINESTRING ((2.163938690396103 41.41048530968731, 2.1634845400166562 41.410919576818166, 2.1624787926635367 41.41212815890389, 2.1622142260928063 41.41243714548091, 2.162016281655618 41.412649975036565))"
T20741O,25-30 µg/m³,"MULTILINESTRING ((2.215883838350868 41.403743576498556, 2.2192377828181313 41.4062436292072))"
T07740F,20-25 µg/m³,"MULTILINESTRING ((2.1571397335308142 41.40214584148722, 2.1569523987527957 41.40231367589157))"
T15723B,25-30 µg/m³,"MULTILINESTRING ((2.180161659558735 41.38649633613416, 2.180318039559835 41.38644313395267))"
T15756K,20-25 µg/m³,"MULTILINESTRING ((2.17642361975318 41.44405221216536, 2.1761826228075623 41.44417515988092))"
T16992Y,20-25 µg/m³,"MULTILINESTRING ((2.190919724553928 41.427287158834496, 2.190875573466346 41.427717540671544))"
T09616K,20-25 µg/m³,"MULTILINESTRING ((2.209290152480745 41.41718694868981, 2.208987725479344 41.417433496225904))"
T20203T,15-20 µg/m³,"MULTILINESTRING ((2.0984084275915484 41.41900471908851, 2.0982768960111646 41.419001094844894, 2.098168055717546 41.41901369047079, 2.097997779022621 41.41905493478799, 2.097758573135645 41.41912926352367, 2.0976163333497073 41.41918865181798, 2.09742726189956 41.41929697960494, 2.0972783185154174 41.41941010743319, 2.097149947767964 41.41952043294453))"
T16101H,20-25 µg/m³,"MULTILINESTRING ((2.143704770861031 41.41218703528447, 2.1435051826060008 41.412272617051535, 2.143357489473315 41.41235068502461, 2.143184613471573 41.41244939970427, 2.1429764234424806 41.41256939715695))"
T01206Q,20-25 µg/m³,"MULTILINESTRING ((2.173957823306912 41.37592848161796, 2.1750120081513873 41.37573436848003))"
T16772O,25-30 µg/m³,"MULTILINESTRING ((2.113449320121704 41.33050834567654, 2.1125828586019932 41.329094443578335))"
T19139H,30-35 µg/m³,"MULTILINESTRING ((2.13581185015716 41.36502878719754, 2.1364215060213447 41.365467911611475))"
T05957M,20-25 µg/m³,"MULTILINESTRING ((2.1888776543074355 41.425404101366134, 2.189006621793228 41.42559424779151, 2.1892016074835974 41.4260054879604))"
T10911J,20-25 µg/m³,"MULTILINESTRING ((2.1279581152447333 41.40001689273355, 2.1276063120416215 41.40038836297066))"
T18025U,20-25 µg/m³,"MULTILINESTRING ((2.1746376275759216 41.44624810855475, 2.1745630334967623 41.44602128897373))"
T21358P,20-25 µg/m³,"MULTILINESTRING ((2.1949675132561564 41.40243179500151, 2.1960748041844815 41.40326899615748))"
T00920F,25-30 µg/m³,"MULTILINESTRING ((2.1755461611047875 41.385216841664814, 2.1754988672150706 41.38525311866267, 2.1753377243867495 41.38534623758991))"
T08594R,15-20 µg/m³,"MULTILINESTRING ((2.147151662636888 41.41405725935564, 2.1467094811467375 41.4144808024393))"
T11736Q,15-20 µg/m³,"MULTILINESTRING ((2.1124595730053652 41.41052091845326, 2.112404454598374 41.41057257475151, 2.1120428763334185 41.41092007826919))"
T08859X,25-30 µg/m³,"MULTILINESTRING ((2.186910950699495 41.4143170475585, 2.186890105516378 41.41528504296766))"
T00420Q,25-30 µg/m³,"MULTILINESTRING ((2.183596488323902 41.38453505544664, 2.1837197070638172 41.38472403321195))"
T10712E,20-25 µg/m³,"MULTILINESTRING ((2.123920757749359 41.39307452341855, 2.123314278724883 41.393740263699165))"
T12764Y,20-25 µg/m³,"MULTILINESTRING ((2.1735803809094465 41.44600422308205, 2.1746376275759216 41.44624810855475))"
T00379G,20-25 µg/m³,"MULTILINESTRING ((2.1799120524360216 41.382066195297945, 2.1799130375311977 41.38193056685591))"
T04254K,20-25 µg/m³,"MULTILINESTRING ((2.1777212309013643 41.41374199970177, 2.1784869580500996 41.41431206364516))"
T02031P,20-25 µg/m³,"MULTILINESTRING ((2.17089597347282 41.393270029119094, 2.169762070400501 41.394137461746894))"
T02477P,20-25 µg/m³,"MULTILINESTRING ((2.142531085061421 41.38406680664268, 2.142617771223073 41.38549267586472))"
T12239I,20-25 µg/m³,"MULTILINESTRING ((2.1707944751884933 41.429416190619754, 2.170687212162369 41.42986633146686))"
T06683J,20-25 µg/m³,"MULTILINESTRING ((2.202114954625156 41.435892965817004, 2.201700098684291 41.438091134216805))"
T03786D,30-35 µg/m³,"MULTILINESTRING ((2.1347138591302754 41.366079685909426, 2.1337526112751326 41.367418006405956))"
T07540Z,20-25 µg/m³,"MULTILINESTRING ((2.105322516205201 41.389391949734154, 2.1049337073416807 41.38895446927405))"
T00809H,25-30 µg/m³,"MULTILINESTRING ((2.179187787704257 41.38618583602211, 2.17906833232443 41.38625875616363, 2.178864926449165 41.38636786433767, 2.1786378629882552 41.38651210391171))"
T05548Z,25-30 µg/m³,"MULTILINESTRING ((2.1453426077669526 41.430634128711155, 2.1458867920620426 41.43181181856303))"
T17818P,25-30 µg/m³,"MULTILINESTRING ((2.16160818444782 41.35604080335729, 2.1596035798121753 41.35316107399343))"
T12890D,15-20 µg/m³,"MULTILINESTRING ((2.1764428972505994 41.455880483163924, 2.176728603242019 41.45606027010563, 2.1770010997595404 41.45627264982966, 2.1772459468689953 41.456457926140146))"
T02403X,20-25 µg/m³,"MULTILINESTRING ((2.1518976898749935 41.37499633005445, 2.151842685382472 41.37528163502239, 2.1506495658113987 41.37618052178485))"
T01190Z,25-30 µg/m³,"MULTILINESTRING ((2.1712620254680077 41.37620599289256, 2.1708113716210202 41.37576575709102))"
T11742O,15-20 µg/m³,"MULTILINESTRING ((2.104270066156938 41.41280320408181, 2.104181907011042 41.41283281028884, 2.103857286212493 41.41232092096735, 2.1035992463826916 41.41191683701425))"
T04263L,20-25 µg/m³,"MULTILINESTRING ((2.166110261459123 41.410170815591066, 2.1666172781151842 41.410478173809814))"
T10034P,20-25 µg/m³,"MULTILINESTRING ((2.2153112487928053 41.41263737885543, 2.214167325272574 41.413490117990996))"
T07068W,20-25 µg/m³,"MULTILINESTRING ((2.117047228904731 41.38568886827822, 2.115425487219565 41.38805780849293))"
T08109S,20-25 µg/m³,"MULTILINESTRING ((2.156395393153102 41.399051962361796, 2.1555747647065395 41.39856088433002))"
T08352B,20-25 µg/m³,"MULTILINESTRING ((2.1458947596887805 41.41524327938076, 2.1461210808815503 41.41535643450986))"
T00802A,20-25 µg/m³,"MULTILINESTRING ((2.175539056164387 41.387378173867525, 2.175684588092236 41.38752443503237))"
T07759Q,20-25 µg/m³,"MULTILINESTRING ((2.1596587036621777 41.40323034377201, 2.1600522268786317 41.403462041466184))"
T04512J,20-25 µg/m³,"MULTILINESTRING ((2.1748588571201615 41.42152982700335, 2.174351112650585 41.42080876890146))"
T01696U,20-25 µg/m³,"MULTILINESTRING ((2.1482754403540736 41.3813692584585, 2.1494209032149456 41.38222529708882))"
T09176H,20-25 µg/m³,"MULTILINESTRING ((2.202887969198882 41.399846487188945, 2.201747561817162 41.40069385976855))"
RD0001A,> 40 µg/m³,"MULTILINESTRING ((2.161498835058118 41.440000024925396, 2.161558784356929 41.440012330871575, 2.161650713504798 41.44003110527886, 2.1616599065386697 41.44003297370889, 2.161770102136532 41.440055484008404, 2.1620509812634676 41.44011616713444, 2.162330250542849 41.440181071358815, 2.1625128006852257 41.44022734656943, 2.1625738894038236 41.44024283336058, 2.1626148081608765 41.44025366969519, 2.1628164179685294 41.44030719893087, 2.1629539468844747 41.44034521950204, 2.1631026888187317 41.4403862938758, 2.163105207771681 41.440386981946865))"
T11943V,20-25 µg/m³,"MULTILINESTRING ((2.1845259118220293 41.443356432644975, 2.1849507718734738 41.44453372328633))"
T09845V,20-25 µg/m³,"MULTILINESTRING ((2.2156580550892997 41.417911701602016, 2.2158422567883065 41.41805154542323))"
T04066I,25-30 µg/m³,"MULTILINESTRING ((2.1365576297855338 41.352089214237964, 2.137842322019867 41.352351239704326))"
T03580R,25-30 µg/m³,"MULTILINESTRING ((2.1593844211373217 41.37161820573599, 2.1590277575716548 41.37195011492105))"
T20063Z,20-25 µg/m³,"MULTILINESTRING ((2.205481943598197 41.41032916353532, 2.2057353620621827 41.41048804763457))"
T00595M,20-25 µg/m³,"MULTILINESTRING ((2.18021578290099 41.38394318582917, 2.1802528847075164 41.384004962376274, 2.1803421910982856 41.384089665356726, 2.1804495847364165 41.38421984090393))"
T04438Q,20-25 µg/m³,"MULTILINESTRING ((2.176789137368416 41.42028306609667, 2.1762304296131663 41.42070475442484))"
T07142P,20-25 µg/m³,"MULTILINESTRING ((2.128939263705133 41.384801061863456, 2.128735882173905 41.385229686091115))"
T18888H,30-35 µg/m³,"MULTILINESTRING ((2.1814517882903823 41.44616150706456, 2.1823684079918233 41.44634740764456))"
T00609B,25-30 µg/m³,"MULTILINESTRING ((2.1828751209515573 41.384983288175704, 2.1829299164904303 41.38507840016887))"
T20535K,20-25 µg/m³,"MULTILINESTRING ((2.1760678017109423 41.4261070101772, 2.1759098634772545 41.426547533912135, 2.175774363227917 41.426837442065555))"
T00994X,25-30 µg/m³,"MULTILINESTRING ((2.1755912415756065 41.38387481732284, 2.1760426870424987 41.38419475308417))"
T10933P,20-25 µg/m³,"MULTILINESTRING ((2.126363844487921 41.40514350681325, 2.1257212174016726 41.40581098359713))"
T17286J,<=15 µg/m³,"MULTILINESTRING ((2.097642742519632 41.42637696423851, 2.0975643351058153 41.4263411575864, 2.0974897088890754 41.426297616107306, 2.0974548709308762 41.42628465151351, 2.097413452613734 41.426278471968836, 2.097373191673044 41.42628205654331, 2.0970796702097823 41.426309047094996, 2.0970031438139247 41.42630941969351, 2.0968234112525623 41.42626896256862, 2.0966931050351567 41.426218156108845, 2.0966504771925303 41.42620513015093, 2.09649331035079 41.42616940733639))"
T01929S,20-25 µg/m³,"MULTILINESTRING ((2.1528110840463315 41.388176949285125, 2.1539683250835444 41.389024795807835))"
T10928S,20-25 µg/m³,"MULTILINESTRING ((2.1268681522951343 41.40294179541296, 2.1257136453956393 41.40231778755828))"
T08032O,15-20 µg/m³,"MULTILINESTRING ((2.155107666424156 41.40696956689344, 2.154538228228291 41.40758044543602))"
T05352P,20-25 µg/m³,"MULTILINESTRING ((2.1623589024116256 41.435245659715775, 2.160723479996199 41.436190772722234))"
T02304V,20-25 µg/m³,"MULTILINESTRING ((2.181553760794094 41.39408903203254, 2.181897720642718 41.39518038576325))"
T15379F,25-30 µg/m³,"MULTILINESTRING ((2.1774147256655207 41.37642995893225, 2.178020304275983 41.37610978617435))"
T12918Y,20-25 µg/m³,"MULTILINESTRING ((2.187950958847093 41.45174348792432, 2.1879233047539577 41.45198542158139, 2.1879062585330864 41.452197534391836, 2.187883369208037 41.452354921872136, 2.187868538311341 41.45253528108917, 2.1878450178504236 41.4527308015522, 2.187809551198631 41.45293187637572))"
T04537S,20-25 µg/m³,"MULTILINESTRING ((2.173989737003601 41.42320494782125, 2.1734851902032575 41.42246266942048))"
T08332X,15-20 µg/m³,"MULTILINESTRING ((2.1449050785480464 41.41341191102696, 2.1467094811467375 41.4144808024393))"
T09875B,20-25 µg/m³,"MULTILINESTRING ((2.2156462598321633 41.416807528067544, 2.2154179633332585 41.416974529923266))"
T10525D,20-25 µg/m³,"MULTILINESTRING ((2.137416581901536 41.39698098345856, 2.137410007361592 41.397781898980114))"
T18614J,15-20 µg/m³,"MULTILINESTRING ((2.1287797878249157 41.41713877227295, 2.1287341405051294 41.417117943877514, 2.128699538081726 41.417097991704814, 2.1286482478528033 41.41702213899822, 2.128502387020811 41.416847136880826, 2.1283988870453148 41.41676433142235, 2.1282904943349394 41.41672085145596, 2.1282207640370703 41.41672032349752, 2.1280767170177612 41.416735644324866, 2.1279193853601392 41.416767257938716, 2.12767030405214 41.41681458783328, 2.1275654332262115 41.41683348355004, 2.12740364615255 41.4168716291389, 2.127114553543317 41.41697771653489, 2.1269483229436057 41.41702238522803, 2.1268000515695595 41.417027827261215, 2.1265691478973547 41.417019509390556, 2.1263950410549146 41.4170017858709, 2.1263298852942456 41.416984888880435, 2.126252047623219 41.4169383601327, 2.126191862341668 41.41687556270933, 2.1261192708829415 41.41676345429822, 2.126046799576227 41.416641501591464, 2.1259742525419254 41.41652611470502, 2.1258622978855595 41.4164235524645, 2.1257716915011677 41.41635396641402, 2.125624476910394 41.41628066268102, 2.1253076014404853 41.41618310092325, 2.125090614093863 41.416112554144306, 2.1249170702674816 41.41605217330771, 2.1247827145784344 41.415995368826536, 2.124656452921525 41.41598457281265, 2.1245514186115595 41.41601657941361, 2.1245197643332 41.41610164843729, 2.124548953318946 41.41620030397561, 2.124669411027699 41.416305706438024))"
T12040V,20-25 µg/m³,"MULTILINESTRING ((2.1814296909434416 41.44047385822516, 2.1809847704773597 41.44079371000108))"
T08686U,20-25 µg/m³,"MULTILINESTRING ((2.135207687923907 41.416956730806824, 2.135734118748592 41.41734782461202))"
T01607D,25-30 µg/m³,"MULTILINESTRING ((2.1791982961708296 41.380922773904814, 2.17907120124121 41.38079451040964))"
T15659K,20-25 µg/m³,"MULTILINESTRING ((2.1904090374930294 41.434817014546454, 2.1904317303130374 41.43457800811376, 2.190345127836961 41.43388342856072))"
T05572Z,20-25 µg/m³,"MULTILINESTRING ((2.1397572917542274 41.42546832199755, 2.1394338720827535 41.425338413497116, 2.139152026116645 41.42533110918079, 2.139144278673691 41.4251999747426, 2.138843413708785 41.42519473429056))"
T11858Z,15-20 µg/m³,"MULTILINESTRING ((2.10644645415728 41.41953270007753, 2.1063428507157007 41.41943822742145, 2.1062168825019443 41.41937606193837, 2.106023289418662 41.41931848747868, 2.1053916992715056 41.419153023679776, 2.1052787532939052 41.41913176213004, 2.1048107273480756 41.41913075420293, 2.103805618918949 41.41911036035406, 2.103609927696395 41.41908464288895, 2.1033186234132186 41.419003370102246, 2.101986849132722 41.418619604096975, 2.1018280202580475 41.41861966221744, 2.1011552827778357 41.41877647419455, 2.1007822918515964 41.4188781832013, 2.1002786831225477 41.41902098017548, 2.0996461716211154 41.419203588740395, 2.099466486694227 41.41924939148777, 2.099319284800653 41.41926611980624, 2.0991368225649887 41.41926344921734, 2.0989748934142765 41.41924180720269, 2.0988201051405926 41.41918834347665, 2.0986774141940434 41.41911329330781, 2.0984084275915484 41.41900471908851))"
T05154L,20-25 µg/m³,"MULTILINESTRING ((2.1565690505112265 41.42745051307221, 2.1564506270936454 41.427610671817604, 2.156353527695944 41.4277043945523, 2.156235816085587 41.42775673000468))"
T04154H,25-30 µg/m³,"MULTILINESTRING ((2.1296840383878504 41.32260114576482, 2.1306721427369637 41.32417588665337))"
T19394U,20-25 µg/m³,"MULTILINESTRING ((2.172869837583458 41.44373437162217, 2.1741737080226238 41.444233214033716, 2.1740736486149452 41.44440751076265))"
